country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs
SK,NI,9997.4714,12.719,1.6094,2.7594,14344.6056,14344.6056
AU,PA,15913.8291,12.8593,2.3026,2.764,36247.5835,36247.5835
BG,SV,10855.34,12.8578,2.3026,2.7655,3127.2112,3127.2112
NO,KH,9146.9992,13.8013,6.8427,2.7709,69542.5702,69542.5702
CH,CR,9368.349,13.0462,3.2581,2.7768,66988.0126,66988.0126
SE,BO,11151.6684,13.6728,6.271,2.7798,48494.9128,48494.9128
SZ,SL,6073.683,12.5035,0.69315,2.7834,2279.1044,2279.1044
DM,IN,14116.6058,13.0995,3.5553,2.7856,5435.0668,5435.0668
PT,MN,8301.2177,13.0249,3.2189,2.7898,16126.8566,16126.8566
NZ,GH,16328.4879,13.1153,3.6889,2.7978,37913.1625,37913.1625
KW,BO,12897.5635,12.4884,0.69315,2.7985,25870.4439,25870.4439
AE,HN,13910.3205,12.9867,3.091,2.8014,35261.0498,35261.0498
TW,SV,14731.7361,13.4418,5.2832,2.8044,18374.4154,18374.4154
BB,NI,2779.2684,12.3323,0,2.8098,13945.5105,13945.5105
SO,TL,8951.4873,12.3314,0,2.8107,-1667.7912,1667.7912
AT,PY,10723.6169,13.1452,3.912,2.8144,40096.3106,40096.3106
LB,NI,11907.2189,12.4705,0.69315,2.8164,5762.6226,5762.6226
BH,SL,6845.3422,12.3236,0,2.8184,21858.1176,21858.1176
SG,CG,9784.9463,12.6122,1.3863,2.8196,51432.4694,51432.4694
AU,TG,14712.4393,13.6504,6.3578,2.8204,49349.3578,49349.3578
PH,WS,7863.0844,12.6949,1.7918,2.8217,-1076.6894,1076.6894
MO,MN,2877.482,12.3186,0,2.8234,69500.5084,69500.5084
MT,MG,6978.1429,12.3167,0,2.8254,24656.8517,24656.8517
FR,TL,13261.2133,13.0869,3.6889,2.8261,34752.9683,34752.9683
BN,KE,8547.0418,12.5452,1.0986,2.8265,25483.1436,25483.1436
IS,MM,8903.9448,12.3148,0,2.8273,58701.925,58701.925
AT,LS,8684.754,12.4513,0.69315,2.8356,43178.3809,43178.3809
FI,PA,10016.649,12.3057,0,2.8364,29410.0115,29410.0115
NO,LR,6194.0538,13.3524,5.0304,2.841,70357.1067,70357.1067
IE,CR,8179.8899,12.7556,2.1972,2.8456,49781.8448,49781.8448
BZ,EG,11841.3815,12.4309,0.69315,2.856,1296.0758,1296.0758
LA,LR,12022.0627,12.2819,0,2.8602,1897.7821,1897.7821
AT,NI,9672.1518,13.2622,4.6913,2.8603,42025.1332,42025.1332
SI,EC,10399.2343,12.6535,1.7918,2.8631,15335.586,15335.586
IL,CR,12062.1663,12.5614,1.3863,2.8703,25467.9741,25467.9741
EE,TG,5924.6802,12.5612,1.3863,2.8706,16996.2257,16996.2257
SE,CR,9743.3733,13.1357,4.1431,2.8723,39775.2308,39775.2308
NZ,BF,16809.1908,12.6433,1.7918,2.8732,38776.893,38776.893
EE,PE,11459.2157,12.6715,1.9459,2.8772,11529.0373,11529.0373
MA,TL,14533.0222,12.2639,0,2.8782,730.4298,730.4298
MX,WS,8623.5945,12.7208,2.1972,2.8804,4173.5449,4173.5449
DK,MN,6080.738,13.0589,3.8286,2.8834,49731.2126,49731.2126
LT,BO,11329.745,12.4034,0.69315,2.8835,11774.7242,11774.7242
IS,TH,9726.2198,12.4021,0.69315,2.8848,54069.0291,54069.0291
AU,PY,14440.3666,13.5647,6.2729,2.8884,45847.6149,45847.6149
IT,BZ,9620.3715,12.3895,0.69315,2.8974,25716.7023,25716.7023
NO,HN,8795.6548,13.3317,5.2095,2.8992,68451.3198,68451.3198
MY,PA,18564.9114,12.8078,2.7081,2.9003,-4177.6676,4177.6676
CH,MN,6772.1531,13.2225,4.7005,2.902,75126.199,75126.199
OM,EC,14590.5469,12.7383,2.3979,2.9049,9013.3738,9013.3738
AT,SV,9858.9877,13.2551,4.8752,2.9058,39952.9306,39952.9306
PA,KH,17583.314,12.234,0,2.908,12410.3288,12410.3288
AU,GE,11897.4542,13.3597,5.4027,2.9115,46074.1696,46074.1696
DK,BO,10506.3683,13.2451,4.8598,2.9126,50312.7082,50312.7082
CA,SR,7303.7407,12.8474,3.0445,2.9309,35673.4953,35673.4953
SG,GT,17562.7556,12.6164,1.9459,2.9324,48813.9701,48813.9701
HR,NI,9794.6468,12.4963,1.3863,2.9354,9939.2845,9939.2845
MT,CO,9590.1623,12.3508,0.69315,2.9361,19252.5653,19252.5653
BH,PE,14006.7571,12.3494,0.69315,2.9375,16308.517,16308.517
NZ,LA,10054.1951,12.6563,2.1972,2.9449,37073.4706,37073.4706
SK,SV,10169.883,12.716,2.4849,2.9454,12272.4031,12272.4031
HR,PY,10642.0371,12.4198,1.0986,2.9518,8010.4619,8010.4619
CY,PE,12267.5871,12.4173,1.0986,2.9543,17278.5517,17278.5517
AE,CR,14111.3599,12.3288,0.69315,2.9581,25797.5694,25797.5694
TT,TG,6794.5519,12.3234,0.69315,2.9635,14798.6371,14798.6371
LU,PH,10658.1196,13.1811,4.8283,2.9701,99880.2496,99880.2496
EE,GT,9890.915,12.3156,0.69315,2.9713,13427.9432,13427.9432
EE,DO,8531.4077,12.1684,0,2.9736,10852.4638,10852.4638
IE,NI,8000.3626,13.036,4.2047,2.9849,59455.1009,59455.1009
NZ,BI,13944.0612,12.4451,1.3863,2.9867,39140.8961,39140.8961
QA,DO,11999.8666,12.155,0,2.9871,52608.6364,52608.6364
KW,LS,6862.5822,12.1529,0,2.9892,27977.2656,27977.2656
LU,MZ,8145.7923,12.4423,1.3863,2.9895,102449.2522,102449.2522
SG,PE,19134.0744,13.0953,4.5326,2.9941,46915.0641,46915.0641
IS,VN,10190.2827,12.6062,2.1972,2.9951,57791.2523,57791.2523
RO,TL,11546.0196,12.1417,0,3.0004,7372.1306,7372.1306
UY,KH,17054.6378,12.1369,0,3.0051,13950.6588,13950.6588
AU,SL,15919.8941,13.4647,6.3561,3.0058,49431.77,49431.77
OM,DO,12637.2635,12.5949,2.1972,3.0064,8260.1344,8260.1344
LA,BO,18492.1932,12.2792,0.69315,3.0077,-751.8032,751.8032
TL,TJ,7726.0418,12.1316,0,3.0104,1306.1561,1306.1561
GD,GT,3110.4906,12.1223,0,3.0197,5322.4751,5322.4751
FJ,KH,8795.3324,12.118,0,3.0241,3883.4443,3883.4443
MT,PH,10678.9321,12.8889,3.6889,3.0242,22107.0987,22107.0987
DK,NA,8849.7399,12.1088,0,3.0333,49277.2023,49277.2023
SE,SV,9618.7722,13.4286,6.319,3.0342,47376.2843,47376.2843
ES,TL,13934.0261,12.6231,2.4849,3.0383,24426.4918,24426.4918
MY,SB,6626.822,12.9615,4.1109,3.0397,7497.0848,7497.0848
LA,HN,16001.655,12.3906,1.3863,3.0412,-8.0047,8.0047
CH,PY,10271.802,13.1875,5.2095,3.0433,74732.446,74732.446
PA,TJ,14005.3275,12.0988,0,3.0433,12884.3921,12884.3921
IS,ML,5388.1753,12.2413,0.69315,3.0456,59196.4355,59196.4355
EE,SL,6386.0366,12.3832,1.3863,3.0486,17078.6379,17078.6379
JP,WS,7613.1606,12.9658,4.2047,3.055,34866.7064,34866.7064
OM,GT,14463.7849,12.7678,3.2581,3.0552,10835.6138,10835.6138
QA,GT,13819.5728,12.3155,1.0986,3.0561,55184.1159,55184.1159
SG,AM,7304.0821,12.6359,2.6391,3.0577,49354.5621,49354.5621
LT,NI,10003.2302,12.0812,0,3.0608,12728.2982,12728.2982
SI,HN,9632.6768,12.2199,0.69315,3.067,18943.4125,18943.4125
IL,SV,12212.7968,12.8038,3.4965,3.0691,33069.0276,33069.0276
GB,TL,13207.8638,13.076,4.8122,3.0718,37797.3884,37797.3884
MT,AM,2711.82,12.0656,0,3.0765,21452.0186,21452.0186
KW,HN,13004.4943,12.294,1.0986,3.0777,26614.2424,26614.2424
FI,BO,11566.5246,13.0108,4.5326,3.0786,39985.2914,39985.2914
AU,CR,15698.0439,13.0723,4.8283,3.0789,38103.1814,38103.1814
SK,PY,11123.3038,12.595,2.5649,3.0831,12415.783,12415.783
TW,PY,19948.0693,12.8938,4.0073,3.0858,18517.7954,18517.7954
SE,NI,9517.5133,13.4185,6.528,3.0878,49448.4868,49448.4868
AE,PY,13178.9406,12.7909,3.5835,3.1001,33542.0028,33542.0028
BA,SV,10225.4635,12.2709,1.0986,3.1007,485.1337,485.1337
IL,NI,11972.3462,12.8123,3.6889,3.1007,35141.2302,35141.2302
FJ,UA,15455.1372,12.0397,0,3.1024,2967.6235,2967.6235
CH,NI,9225.8205,13.3128,6.1092,3.106,76661.2686,76661.2686
NZ,DO,13433.9912,12.5314,2.3979,3.1118,32704.4,32704.4
HR,SV,9995.2352,12.487,2.1972,3.1143,7867.082,7867.082
MT,GE,2584.5063,12.402,1.7918,3.1145,21204.5207,21204.5207
FJ,PE,11345.0244,12.3099,1.3863,3.1219,-892.2985,892.2985
LU,GE,2956.7737,12.4212,1.9459,3.1275,98977.6716,98977.6716
LU,CO,8933.0833,12.7811,3.6889,3.1319,97025.7162,97025.7162
SG,LS,8694.1377,12.0045,0,3.1376,51962.5798,51962.5798
MN,HN,13040.7021,11.9968,0,3.1453,1325.2941,1325.2941
NZ,HT,13271.3671,12.5742,2.7726,3.1473,38687.0281,38687.0281
BR,WS,12732.6079,12.4289,2.0794,3.1477,4622.1871,4622.1871
BS,GH,8266.306,11.9922,0,3.1498,21610.9255,21610.9255
NZ,BO,11262.3815,12.9062,4.382,3.1517,36321.6674,36321.6674
LV,HN,9803.8947,12.1328,0.69315,3.1541,11756.9063,11756.9063
LU,MW,7534.4507,12.1324,0.69315,3.1545,102530.5267,102530.5267
CR,LB,12016.5406,12.2163,1.0986,3.1554,3910.6334,3910.6334
SG,TG,11412.4226,12.6992,3.434,3.1606,52382.2525,52382.2525
CH,SV,9424.1406,13.3015,6.3351,3.1646,74589.0661,74589.0661
SG,AL,9377.2978,12.1194,0.69315,3.1675,48813.8179,48813.8179
IS,CO,7982.6857,12.4498,2.3026,3.1735,54171.3372,54171.3372
NZ,SB,3765.3193,12.1981,1.0986,3.1736,37421.1399,37421.1399
NO,MN,5881.0507,13.0347,5.124,3.1782,67126.0257,67126.0257
IE,PY,9812.5291,12.7171,3.6109,3.1797,57526.2783,57526.2783
IT,SB,15235.9285,11.9607,0,3.1813,28521.7846,28521.7846
SK,LS,8745.5713,11.9603,0,3.1817,15497.8533,15497.8533
IE,SV,8163.1675,13.0269,5.1059,3.1823,57382.8984,57382.8984
SZ,BO,9691.4685,11.9556,0,3.1864,-329.8022,329.8022
EE,CG,6590.4967,11.9535,0,3.1885,16046.4425,16046.4425
CA,LS,15413.8503,12.7266,3.7377,3.1966,41159.7936,41159.7936
SI,BO,10458.2067,12.2334,1.3863,3.1983,18199.6141,18199.6141
SE,PY,11570.438,13.1173,5.6454,3.2046,47519.6642,47519.6642
LU,BI,6339.4886,11.936,0,3.2061,102545.5941,102545.5941
SI,MN,6405.4381,11.934,0,3.2081,17618.1185,17618.1185
FI,NA,9460.6262,11.9332,0,3.2088,38949.7856,38949.7856
SR,PH,18131.4081,12.0753,0.69315,3.2116,3533.3608,3533.3608
RU,WS,10961.8567,12.3647,2.0794,3.2119,4720.6031,4720.6031
CR,KH,17352.4645,12.4461,2.4849,3.2152,10554.7309,10554.7309
IE,MN,7156.8995,12.5501,2.9957,3.2181,57920.0312,57920.0312
FI,CR,10042.2119,12.4862,2.7081,3.2218,31265.6094,31265.6094
SE,LS,10016.9812,12.29,1.7918,3.2265,50601.7345,50601.7345
IS,BF,6013.9213,12.0572,0.69315,3.2298,59327.2121,59327.2121
IS,GH,6494.5134,12.3173,1.9459,3.2314,58463.4815,58463.4815
IS,ZA,11223.2525,11.9074,0,3.2346,54703.3487,54703.3487
IS,YE,7394.7441,12.0354,0.69315,3.2516,58986.6078,58986.6078
FR,SB,15440.3587,12.0329,0.69315,3.254,34849.4846,34849.4846
NO,BO,10635.0619,13.1298,5.9428,3.2543,67707.5213,67707.5213
BT,GE,4530.6096,11.8814,0,3.2607,-1049.6497,1049.6497
DK,CR,9307.0051,12.6804,3.8501,3.2664,41593.0262,41593.0262
EE,LR,6504.2806,11.8746,0,3.2674,17119.3166,17119.3166
SG,DO,17686.5881,12.1594,1.3863,3.2724,46238.4906,46238.4906
IS,TZ,9066.0211,12.3283,2.1972,3.273,59097.7488,59097.7488
LT,PY,11660.6584,11.8641,0,3.278,10799.4757,10799.4757
DK,SV,9244.3256,12.961,5.2679,3.282,49194.0797,49194.0797
LT,SV,10128.794,12.0875,1.0986,3.2842,10656.0957,10656.0957
MT,SL,4044.2936,12.1939,1.6094,3.2845,24562.1211,24562.1211
NZ,ML,17418.7188,12.5365,3.2581,3.2865,38646.1164,38646.1164
OM,BO,13662.6443,12.461,2.9444,3.2964,11877.4018,11877.4018
EE,KH,8237.928,12.6306,3.7842,3.3023,16304.7801,16304.7801
NZ,HN,11843.246,12.6277,3.7842,3.3052,37065.4659,37065.4659
MU,SL,8224.9346,11.836,0,3.306,9131.5463,9131.5463
AU,NI,15710.9971,13.3066,7.0622,3.3115,47776.4375,47776.4375
AU,AL,13745.5131,12.8139,4.7095,3.3125,45780.9233,45780.9233
LU,RW,6186.5881,12.1091,1.3863,3.3226,102128.4859,102128.4859
DE,VC,7616.935,11.9591,0.69315,3.3278,34906.0014,34906.0014
DM,EC,2663.8274,12.0425,1.0986,3.3292,1175.4705,1175.4705
AU,AM,11680.4942,13.1562,6.4568,3.3353,46321.6675,46321.6675
DK,LS,9711.9726,11.8049,0,3.3372,52419.5299,52419.5299
LT,CR,10208.4908,11.8047,0,3.3374,3055.0422,3055.0422
DK,NI,9108.0439,12.9595,5.6021,3.3533,51266.2822,51266.2822
SG,SL,12795.646,12.4423,3.1355,3.355,52464.6647,52464.6647
AU,SV,15386.4398,13.3795,7.6587,3.3632,45704.2349,45704.2349
LU,MG,8613.146,12.184,1.9459,3.3648,102430.0026,102430.0026
NO,CR,9186.5893,12.6155,4.0775,3.3788,58987.8393,58987.8393
CR,TJ,14023.6552,12.2818,2.4849,3.3796,11028.7942,11028.7942
CR,AL,10435.4154,11.762,0,3.38,7677.7419,7677.7419
DE,SB,14636.4411,12.3515,2.8332,3.3827,39930.5749,39930.5749
AE,SV,14223.5386,12.5801,3.9318,3.3837,33398.6229,33398.6229
NZ,SN,16943.1609,12.4369,3.2581,3.3861,38468.5498,38468.5498
QA,HN,13565.717,11.7539,0,3.3881,56969.7024,56969.7024
AU,LR,15580.4575,13.0359,6.142,3.3899,49472.4488,49472.4488
AE,NI,14005.7584,12.5798,3.9703,3.3921,35470.8254,35470.8254
PA,KG,13945.5072,11.7454,0,3.3966,12603.1998,12603.1998
OM,HN,14210.7579,12.2044,2.1972,3.3968,12621.2003,12621.2003
FI,NI,9801.3084,12.7708,4.9127,3.398,40938.8655,40938.8655
SG,HT,17715.5204,12.1746,2.0794,3.402,52221.1188,52221.1188
EE,EC,10942.1816,12.1016,1.7918,3.4149,11605.7032,11605.7032
UY,LB,12078.7671,11.8621,0.69315,3.4248,7306.5614,7306.5614
AM,SV,12368.6412,11.706,0,3.436,-617.4325,617.4325
MT,LR,4080.317,11.7043,0,3.4378,24602.7999,24602.7999
CR,KG,13937.3565,11.9323,1.0986,3.4394,10747.6019,10747.6019
IS,NP,7755.3004,11.9896,1.3863,3.4422,59247.4101,59247.4101
BH,EC,13929.6648,11.6981,0,3.4439,16385.1829,16385.1829
QA,BO,13223.1698,11.983,1.3863,3.4487,56225.9039,56225.9039
BS,TZ,12548.9797,11.8355,0.69315,3.4515,22245.1927,22245.1927
BB,KE,10814.4961,11.6792,0,3.4628,14641.5328,14641.5328
DK,PY,10899.3038,12.6899,4.8598,3.4678,49337.4596,49337.4596
LA,NI,16280.2192,11.9628,1.3863,3.469,201.7708,201.7708
LU,TG,4607.1249,12.2497,2.7726,3.4718,102252.8598,102252.8598
SA,SB,12980.6171,11.6511,0,3.4909,18023.1646,18023.1646
SG,EC,19786.1373,12.366,3.434,3.4938,46991.73,46991.73
IS,PH,10759.3056,12.6059,4.585,3.4944,57025.8706,57025.8706
NZ,RW,14081.2219,12.5498,4.3307,3.4973,38723.7879,38723.7879
CY,EC,12079.3524,11.786,0.69315,3.5009,17355.2176,17355.2176
FI,SV,9881.4851,12.7857,5.4972,3.5053,38866.6629,38866.6629
KW,CR,13223.1158,11.6314,0,3.5106,17150.7619,17150.7619
UY,TJ,15247.6042,11.7706,0.69315,3.5163,14424.7222,14424.7222
LU,DO,7453.7899,11.6239,0,3.5182,96109.098,96109.098
LA,PY,18006.8782,11.8507,1.0986,3.521,-1727.0518,1727.0518
IS,CM,6857.3658,12.0234,1.9459,3.5253,58944.2939,58944.2939
CL,MN,18713.4153,11.9501,1.6094,3.5283,10106.4744,10106.4744
LU,ZW,7982.5268,11.9033,1.3863,3.5285,101822.7242,101822.7242
BN,TJ,5802.6331,11.6063,0,3.5357,26142.6595,26142.6595
NZ,PY,10990.4176,12.4733,4.1589,3.5379,35346.4189,35346.4189
LU,SL,4889.2077,12.1028,2.3979,3.5404,102335.272,102335.272
EE,BO,11467.8527,11.599,0,3.543,14469.7313,14469.7313
KW,PY,12728.8647,12.033,2.0794,3.5436,24895.1954,24895.1954
FI,PY,11997.6774,12.4558,4.1109,3.5454,39010.0429,39010.0429
NO,NI,8964.839,12.9003,6.2422,3.5464,68661.0954,68661.0954
SG,BO,17856.0534,12.1625,2.7726,3.559,49855.7581,49855.7581
PT,BT,8789.2875,11.577,0,3.565,17009.308,17009.308
AE,TL,8590.1864,11.979,1.9459,3.5698,35520.2075,35520.2075
LV,SV,10083.3283,11.7145,0.69315,3.5724,9894.4793,9894.4793
CA,VC,6142.2839,11.566,0,3.576,35127.8708,35127.8708
MN,NI,13312.5498,11.5622,0,3.5798,1535.0697,1535.0697
IS,UG,8158.4447,12.2469,3.2958,3.5839,59361.6338,59361.6338
NZ,BJ,16426.6838,12.1499,2.8332,3.5843,38637.1831,38637.1831
CL,TL,14740.8438,11.5576,0,3.5845,11690.9261,11690.9261
GB,SB,14729.9588,12.1081,2.6391,3.5855,37893.9048,37893.9048
NA,SV,12355.2826,11.5431,0,3.5989,-83.1226,83.1226
IS,SN,5622.2702,12.0013,2.1972,3.6,59018.8688,59018.8688
IS,MD,3400.0792,11.5396,0,3.6025,58076.7411,58076.7411
QA,PY,12973.1359,11.5395,0,3.6026,55250.6554,55250.6554
LA,CR,16652.7941,11.6816,0.69315,3.6053,-9471.4852,9471.4852
LU,TJ,5151.5666,12.1646,3.0445,3.6137,102035.4776,102035.4776
US,WS,9759.892,13.4029,8.9821,3.6164,53439.0257,53439.0257
LA,SV,16071.2062,12.0199,2.3979,3.6233,-1870.4317,1870.4317
GD,NI,2561.683,11.5187,0,3.6234,7317.8371,7317.8371
MO,JO,7610.6992,11.5123,0,3.6298,69099.0226,69099.0226
NO,SV,9073.3588,12.9074,6.6946,3.6338,66588.8928,66588.8928
BS,ML,7561.8793,11.7209,1.0986,3.6508,22343.8794,22343.8794
MU,EC,14599.725,11.4837,0,3.6583,3658.6116,3658.6116
LA,PA,16837.4661,11.4739,0,3.6682,-11327.0831,11327.0831
MT,TJ,4954.7248,11.9542,2.3026,3.6691,24262.3268,24262.3268
LV,PY,11765.9214,11.4641,0,3.6779,10037.8593,10037.8593
KR,WS,8382.2936,11.8658,1.9459,3.683,23511.0448,23511.0448
EE,HN,9743.1785,11.747,1.3863,3.6848,15213.5297,15213.5297
TH,WS,10100.3065,11.7884,1.6094,3.69,1880.1521,1880.1521
NZ,CR,11667.4822,12.0284,2.7726,3.6931,27601.9854,27601.9854
CY,BO,11665.5884,11.447,0,3.6951,20219.2457,20219.2457
MU,LR,7896.0456,11.4457,0,3.6963,9172.225,9172.225
FI,LS,10180.5806,11.6686,1.0986,3.7031,42092.1131,42092.1131
NZ,CG,14977.1802,11.5828,0.69315,3.7042,37898.3787,37898.3787
OM,PY,13329.0062,12.0287,2.8332,3.7055,10902.1533,10902.1533
LU,GT,9119.0042,11.6635,1.0986,3.7081,98684.5774,98684.5774
NO,PY,11088.4451,12.5646,5.4638,3.7194,66732.2728,66732.2728
CA,TL,13099.7884,12.4997,5.1761,3.7241,40055.928,40055.928
BS,UG,11915.355,11.6468,1.0986,3.7249,22509.0778,22509.0778
LU,AM,3206.2181,12.0189,2.8904,3.7272,99225.1694,99225.1694
MO,CO,16918.6044,11.5527,0.69315,3.7343,67381.3548,67381.3548
CZ,TL,12207.9688,11.4065,0,3.7355,16164.5497,16164.5497
NZ,AZ,15629.921,12.1417,3.5264,3.7374,35549.6871,35549.6871
KW,NI,13105.7994,11.8852,2.3026,3.7381,26824.018,26824.018
OM,CR,14406.997,11.5478,0.69315,3.7391,3157.7198,3157.7198
IS,KE,8525.2319,12.3144,4.4067,3.7487,58521.5828,58521.5828
IS,DO,6354.5984,11.3867,0,3.7553,53254.719,53254.719
NL,SR,7743.9433,11.9732,2.8332,3.7609,38810.3473,38810.3473
SI,PA,9764.7266,11.3778,0,3.7642,7624.3341,7624.3341
BB,PH,17112.2005,11.5185,0.69315,3.7684,13145.8207,13145.8207
BS,AF,12492.9511,11.3722,0,3.7698,22562.6078,22562.6078
SG,HN,17867.5304,11.9833,2.9444,3.7741,50599.5566,50599.5566
SI,SV,9941.1329,11.7948,2.0794,3.7818,17080.9856,17080.9856
MT,KG,5177.2339,11.5045,0.69315,3.7824,23981.1344,23981.1344
BS,VN,15624.8687,11.9087,2.6391,3.7849,20938.6963,20938.6963
BS,CM,9636.6407,11.5003,0.69315,3.7866,22091.7378,22091.7378
SG,LR,12556.5128,12.0082,3.1355,3.7892,52505.3435,52505.3435
QA,SV,13879.1632,11.3462,0,3.7959,55107.2754,55107.2754
NZ,TL,5991.8858,12.0187,3.2189,3.7961,37324.6235,37324.6235
CZ,SR,8355.1345,11.3442,0,3.7978,11782.117,11782.117
SI,NI,9746.5849,11.8032,2.1972,3.7981,19153.1881,19153.1881
IS,AZ,4953.9625,11.7978,2.1972,3.8035,56100.0061,56100.0061
BZ,ML,8877.224,11.3361,0,3.8059,4030.0588,4030.0588
NZ,JO,16150.4714,12.0442,3.4012,3.8086,35338.686,35338.686
LU,PE,10160.1899,12.0976,3.6889,3.8154,96785.6714,96785.6714
NZ,TJ,13712.4767,12.2922,4.6634,3.8245,38630.7796,38630.7796
GT,TL,16039.7395,11.3117,0,3.8304,2044.7441,2044.7441
CA,SB,11112.9437,12.0789,3.6889,3.8341,40152.4443,40152.4443
NL,BZ,8760.0594,11.3069,0,3.8352,40484.2141,40484.2141
OM,TL,8326.7902,11.3017,0,3.8403,12880.3579,12880.3579
NZ,NI,11766.2972,12.2475,4.5643,3.8485,37275.2415,37275.2415
LU,KG,5242.6011,11.7677,2.3026,3.8556,101754.2853,101754.2853
KW,SV,13316.1635,11.8845,2.8904,3.8616,24751.8154,24751.8154
BS,PY,5764.3491,11.2795,0,3.8625,19044.1819,19044.1819
CO,WS,10969.8938,11.2758,0,3.8662,1777.844,1777.844
LU,HT,7586.6709,11.607,1.6094,3.8714,102091.7261,102091.7261
CA,VU,11220.1166,11.2637,0,3.8784,39297.3615,39297.3615
CH,SR,7754.0164,11.2613,0,3.8808,72328.218,72328.218
LU,LR,5038.5987,11.5707,1.6094,3.9077,102375.9508,102375.9508
NZ,SV,11522.8898,12.3205,5.1985,3.9081,35203.0389,35203.0389
VU,CO,13221.4376,11.2287,0,3.9133,-2945.0389,2945.0389
SI,PY,10682.4958,11.7092,2.3026,3.9141,17224.3655,17224.3655
TT,TJ,12632.8627,11.2214,0,3.9207,14581.255,14581.255
NZ,KG,13575.6613,11.9504,3.4965,3.9224,38349.5873,38349.5873
IS,MZ,10373.6384,11.4025,1.0986,3.9691,59594.8732,59594.8732
BS,PH,15314.6025,12.0573,4.2485,3.9727,20173.3146,20173.3146
DM,HN,2666.0283,11.4541,1.3863,3.9776,4783.2971,4783.2971
LU,CL,12174.6466,11.1625,0,3.9795,89038.3954,89038.3954
DM,PK,12685.838,11.3884,1.0986,3.9833,5676.2617,5676.2617
MT,PE,10551.2154,11.7337,2.7726,3.9878,19012.5205,19012.5205
SG,PY,16902.278,11.7906,3.091,3.9975,48880.5096,48880.5096
IS,JO,5341.71,11.6152,2.3026,4.0081,55889.005,55889.005
BG,TL,11510.4604,11.131,0,4.0111,5248.7958,5248.7958
NZ,LS,11456.2461,11.2746,0.69315,4.0123,38428.4891,38428.4891
SZ,HN,13480.7607,11.1176,0,4.0244,413.9963,413.9963
IS,GT,7540.5441,11.4874,1.7918,4.0291,55830.1984,55830.1984
EE,SV,10017.7258,11.3294,1.0986,4.0423,13351.1028,13351.1028
MU,GT,16577.2784,11.2417,0.69315,4.0453,5480.8517,5480.8517
AD,JO,3337.6487,11.0913,0,4.0507,36127.5025,36127.5025
EE,NI,9915.4214,11.3187,1.0986,4.0529,15423.3053,15423.3053
OM,SV,14524.2768,11.7987,3.4012,4.0542,10758.7733,10758.7733
DM,TR,9492.151,11.0806,0,4.0614,-3643.1547,3643.1547
OM,NI,14304.7586,11.798,3.4657,4.0684,12830.9759,12830.9759
BS,KE,12542.1199,11.6996,2.9957,4.0685,21669.0268,21669.0268
CR,AM,12377.7615,11.4374,1.7918,4.0791,8218.486,8218.486
IS,AL,3615.9252,11.2054,0.69315,4.0815,55830.0463,55830.0463
QA,NI,13661.0668,11.3467,1.3863,4.0851,57179.4779,57179.4779
IS,HT,6419.1797,11.385,1.6094,4.0934,59237.3471,59237.3471
NZ,TG,16378.0367,11.7986,3.6109,4.0981,38848.1618,38848.1618
EE,CR,10139.4089,11.0381,0,4.104,5750.0493,5750.0493
SE,SR,8785.5723,11.1794,0.69315,4.1075,45115.4361,45115.4361
AD,PH,11357.0731,11.0334,0,4.1087,37264.3681,37264.3681
EC,TL,17110.2176,11.1705,0.69315,4.1164,3866.9841,3866.9841
IS,BJ,6406.9578,11.3911,1.7918,4.1254,59187.5022,59187.5022
PT,BZ,7983.9664,10.9927,0,4.1494,15002.7424,15002.7424
SG,CR,18522.8477,11.282,1.3863,4.1497,41136.0761,41136.0761
NZ,SL,16348.3353,11.7742,3.7612,4.1539,38930.574,38930.574
MU,AL,7850.6573,10.9846,0,4.1574,5480.6995,5480.6995
UY,AM,13103.4344,10.9796,0,4.1624,11614.414,11614.414
KW,TL,9369.4812,10.9779,0,4.1641,26873.4,26873.4
BS,BJ,8541.2416,10.9735,0,4.1686,22334.9461,22334.9461
MO,PE,18304.1512,10.9691,0,4.1729,67141.3101,67141.3101
IS,LB,5005.5232,11.2914,1.6094,4.187,52062.9379,52062.9379
QA,CR,13767.9987,11.0951,0.69315,4.1918,47506.2219,47506.2219
LU,EC,9755.8545,11.5165,2.7726,4.205,96862.3374,96862.3374
NO,LS,10177.502,11.6203,3.3322,4.2182,69814.343,69814.343
MC,TZ,6219.0612,10.9208,0,4.2212,143367.1762,143367.1762
MT,GT,10242.2867,11.1429,1.0986,4.2288,20911.4265,20911.4265
IS,PE,9440.1102,11.6884,3.7377,4.2349,53931.2925,53931.2925
EE,PY,11849.3212,11.0518,0.69315,4.2351,13494.4827,13494.4827
NL,TL,12832.4718,11.7838,4.2047,4.237,43192.78,43192.78
EG,WS,17227.0915,11.0495,0.69315,4.2374,-513.2713,513.2713
IE,SR,7002.0274,10.9034,0,4.2387,55122.0502,55122.0502
DM,NI,2584.3823,11.1231,1.0986,4.2486,4993.0726,4993.0726
SM,KE,5500.4503,10.8815,0,4.2605,44991.6402,44991.6402
IS,ZM,9523.6479,11.021,0.69315,4.2659,58798.5547,58798.5547
SM,GH,4210.8927,10.8746,0,4.2674,44933.539,44933.539
SM,UG,5122.8424,10.8684,0,4.2737,45831.6912,45831.6912
AD,CO,8510.584,10.8573,0,4.2847,34409.8347,34409.8347
