country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs
LV,RW,6557.6561,13.2054,0,1.9366,13415.2283,13415.2283
HU,BO,10820.0876,13.7246,2.4849,1.9368,9559.8914,9559.8914
AU,AZ,11482.3309,14.3958,5.7071,1.9391,46050.8831,46050.8831
CA,PY,9928.204,14.7221,7.2724,1.9399,38077.7234,38077.7234
CZ,HN,9536.383,13.8722,3.2189,1.9426,15905.3921,15905.3921
HR,KH,9005.5985,13.6055,1.9459,1.9432,10820.7593,10820.7593
BG,EC,11259.0293,13.7335,2.5649,1.9446,1381.8117,1381.8117
LV,ZM,7790.9366,13.1916,0,1.9504,12939.676,12939.676
CZ,BO,10625.116,13.8339,3.091,1.9541,15161.5936,15161.5936
CR,KE,13471.8728,14.0756,4.2627,1.9574,10369.2783,10369.2783
CZ,CR,9832.8992,13.1817,0,1.9603,6441.9116,6441.9116
IE,ZW,8815.242,13.8075,2.9957,1.9607,60597.8856,60597.8856
SI,TJ,4585.8426,13.662,2.3026,1.9613,20508.7263,20508.7263
BA,DO,8407.7293,13.1802,0,1.9618,-2013.5053,2013.5053
TT,UG,10362.8704,13.1756,0,1.9665,14761.79,14761.79
PT,LA,10272.3157,13.4019,1.0986,1.9697,17460.1554,17460.1554
MY,BO,17944.2053,13.8686,3.3322,1.9698,6397.6123,6397.6123
GR,MN,6421.3979,13.5785,1.9459,1.9702,14417.5176,14417.5176
CZ,MN,6143.3563,13.6497,2.3026,1.9736,14580.098,14580.098
LT,KH,8300.5655,13.3956,1.0986,1.9761,13609.7731,13609.7731
CL,AZ,14755.6919,13.5961,2.0794,1.9805,9915.9896,9915.9896
FI,RW,7110.0434,14.0744,4.3694,1.9809,42387.4119,42387.4119
DK,DO,7651.2385,13.8571,3.3322,1.9813,46695.4407,46695.4407
NO,TJ,4874.4278,14.4698,6.2634,1.9813,70016.6336,70016.6336
SE,SL,6279.0565,14.4349,6.1137,1.9849,51103.8194,51103.8194
FI,ZW,9005.1396,13.9057,3.5835,1.9853,42081.6502,42081.6502
SG,RW,8229.2709,13.8022,3.091,1.9859,52257.8786,52257.8786
EC,TJ,14862.0968,13.3816,1.0986,1.9901,5173.1403,5173.1403
ES,SR,6607.0994,13.2947,0.69315,1.9922,20044.0591,20044.0591
EE,TJ,3926.2936,13.5224,1.7918,1.9941,16778.8435,16778.8435
BR,SB,15591.3387,13.1462,0,1.9959,6644.4648,6644.4648
LU,GH,4702.8707,13.5191,1.7918,1.9974,101317.8605,101317.8605
AU,ML,15579.113,14.3971,6.0039,1.9998,49147.3124,49147.3124
NO,BI,7338.9607,13.8378,3.3322,2.0007,70526.75,70526.75
DE,SR,8046.9068,13.477,1.6094,2.0014,35451.6258,35451.6258
TW,HN,14776.1764,13.7979,3.1781,2.0084,20236.8424,20236.8424
SE,CG,6715.7086,13.9338,3.8501,2.013,50071.624,50071.624
MU,MX,17933.3796,13.1245,0,2.0176,1426.2895,1426.2895
AU,TJ,9642.5622,14.6338,7.2233,2.0179,49131.9757,49131.9757
CA,GE,8704.1728,14.3929,6.073,2.0184,38304.2781,38304.2781
SE,CL,13395.1871,13.8039,3.2581,2.0191,37806.9428,37806.9428
SK,EC,10738.744,13.5559,2.0794,2.0208,10527.0035,10527.0035
CR,MW,13270.0828,13.1204,0,2.0216,11523.8433,11523.8433
PT,CR,8081.1027,13.5515,2.0794,2.0252,7988.6701,7988.6701
IL,MN,6016.0963,13.4799,1.7918,2.0366,33606.1605,33606.1605
TW,AM,7181.5954,14.1044,4.7875,2.0382,18991.8479,18991.8479
BH,KH,5854.3092,13.3931,1.3863,2.0387,21084.2598,21084.2598
BE,BO,9933.2488,14.0404,4.5109,2.0444,37991.2012,37991.2012
SG,BF,11644.6367,13.5555,2.1972,2.0457,52310.9837,52310.9837
SI,KG,4723.9013,13.2407,0.69315,2.0462,20227.534,20227.534
BG,MN,5935.6025,13.3253,1.0986,2.0464,3664.3441,3664.3441
AU,GT,15334.2464,14.347,5.989,2.0467,45781.0754,45781.0754
BS,NI,1581.8275,13.7763,3.2581,2.0467,20973.0045,20973.0045
UY,SV,6239.5856,13.2379,0.69315,2.049,10996.9814,10996.9814
IL,EC,12296.1824,13.7389,3.091,2.0492,31323.6281,31323.6281
AE,DO,12342.5945,13.3816,1.3863,2.0502,30899.9839,30899.9839
EC,LB,12326.5522,13.3812,1.3863,2.0505,-1945.0205,1945.0205
LU,ML,3698.2686,13.5502,2.1972,2.051,102050.8144,102050.8144
SE,KH,8596.8224,14.5632,7.0544,2.0532,50329.9616,50329.9616
AT,EC,10362.9676,14.1042,4.8598,2.0536,38207.5311,38207.5311
IE,CG,6365.6384,13.311,1.0986,2.0607,60078.2381,60078.2381
KG,GT,13492.5523,13.225,0.69315,2.0619,-3069.708,3069.708
NO,HT,7676.6447,13.778,3.3673,2.0678,70072.882,70072.882
LU,SN,4347.3582,13.0719,0,2.0702,101873.2478,101873.2478
TW,AL,9142.3189,13.6048,2.5649,2.0733,18451.1037,18451.1037
IE,KG,6038.0835,13.5878,2.4849,2.0736,60529.4468,60529.4468
HR,EC,10417.3081,13.353,1.3863,2.0788,6121.6824,6121.6824
IS,MX,7337.6925,13.582,2.4849,2.0794,51775.6363,51775.6363
NO,KG,4865.8691,14.1114,5.0499,2.086,69735.4413,69735.4413
AU,JO,12078.3738,14.2626,5.7838,2.0882,45839.882,45839.882
IE,TJ,6001.1077,13.9619,4.3567,2.0906,60810.6391,60810.6391
CY,KG,3641.3536,13.1934,0.69315,2.0936,22247.1656,22247.1656
DK,GT,9139.3338,13.9446,4.2905,2.0942,49270.9201,49270.9201
JO,PY,11728.7951,13.0439,0,2.0981,7.7329,7.7329
QA,TG,5630.9423,13.3318,1.3863,2.1,58752.3983,58752.3983
CL,KH,17421.9897,13.743,3.3673,2.1028,12523.0188,12523.0188
NZ,MG,11486.9386,13.6937,3.1355,2.1036,39025.3046,39025.3046
GT,KH,16445.6918,13.7814,3.5553,2.1038,2876.8369,2876.8369
AE,HT,12507.7637,13.3735,1.6094,2.1049,36882.612,36882.612
NZ,MZ,12175.8206,13.724,3.2958,2.1069,39044.5542,39044.5542
UY,RW,9482.8,13.0312,0,2.1109,14517.7304,14517.7304
SZ,SN,6738.7153,13.0299,0,2.1122,1817.0802,1817.0802
BY,PY,11859.0331,13.0272,0,2.1148,909.05,909.05
DK,PE,10520.511,14.3134,6.1591,2.1159,47372.0142,47372.0142
FR,SR,7297.7501,13.4608,2.0794,2.1159,30370.5356,30370.5356
BS,PK,12907.8163,13.0251,0,2.1169,21656.1936,21656.1936
BS,PE,3814.3018,13.6582,3.0445,2.1202,17078.7365,17078.7365
LV,TG,5747.8672,13.02,0,2.122,13539.6022,13539.6022
NZ,IQ,15659.6433,13.4757,2.1972,2.1255,34817.0228,34817.0228
IE,EC,8862.9824,13.8111,3.8067,2.1265,55637.4988,55637.4988
RW,NI,12772.9634,13.0153,0,2.1267,-1448.5464,1448.5464
MO,CD,10360.5476,13.0149,0,2.1272,72742.4548,72742.4548
FI,GT,9742.3816,13.7747,3.6376,2.1276,38943.5034,38943.5034
EE,KG,3931.7589,13.1577,0.69315,2.1292,16497.6512,16497.6512
NO,ZW,9032.7334,13.8507,4.0431,2.1363,69803.8801,69803.8801
LA,TL,4083.3756,13.1504,0.69315,2.1365,251.1529,251.1529
FI,DO,8479.7861,13.6094,2.8904,2.1367,36368.024,36368.024
NL,BO,10065.7598,14.4192,6.7662,2.137,42189.8239,42189.8239
CA,NA,14243.8151,13.0025,0,2.1396,38017.4661,38017.4661
FI,LA,7377.635,13.4332,2.0794,2.1434,40737.0946,40737.0946
CA,LR,9840.2227,14.3631,6.5396,2.1458,41702.5572,41702.5572
LU,JO,3294.47,13.138,0.69315,2.1489,98743.384,98743.384
LK,NI,17237.1364,12.992,0,2.1501,1684.0128,1684.0128
AU,KG,9567.2363,14.2876,6.2025,2.1508,48850.7833,48850.7833
MT,LB,1969.2326,13.4251,2.0794,2.1515,17144.1659,17144.1659
BG,HN,10546.4188,13.2776,1.3863,2.1541,4989.6382,4989.6382
FI,TG,6265.0048,13.8784,4.2627,2.1545,42511.7858,42511.7858
SI,SL,4906.1919,13.3605,1.7918,2.156,20808.5207,20808.5207
AL,GT,10476.5721,12.982,0,2.16,0.15212,0.15212
GD,PE,2808.2688,12.977,0,2.165,3423.5691,3423.5691
NZ,UA,17057.5107,13.4951,2.4849,2.1663,37240.8955,37240.8955
LU,CM,4755.2423,13.3118,1.6094,2.1666,101798.6728,101798.6728
US,SB,11902.3139,14.1283,5.5175,2.1669,55461.3035,55461.3035
NO,AM,3374.006,14.1115,5.4381,2.1671,67206.3254,67206.3254
CH,EC,9883.2063,14.1551,5.6664,2.1712,72843.6665,72843.6665
AE,GT,14162.7069,13.5494,2.7726,2.1721,33475.4633,33475.4633
GT,GE,11998.8014,12.9678,0,2.1743,293.0942,293.0942
KW,SL,6576.6945,13.4488,2.3026,2.1745,28479.3505,28479.3505
NO,DO,7582.6941,13.7842,3.9318,2.1796,64090.2539,64090.2539
FI,HT,8564.0561,13.6081,3.091,2.1799,42350.6521,42350.6521
BE,CR,9047.6205,13.42,2.1972,2.1812,29271.5192,29271.5192
MT,MX,10649.7252,13.1049,0.69315,2.182,16856.8644,16856.8644
GB,SR,7381.6603,13.4189,2.1972,2.1823,33414.9557,33414.9557
BS,SV,1734.8552,13.6228,3.1781,2.1834,18900.802,18900.802
AT,HN,9552.7814,13.6803,3.4657,2.1861,41815.3576,41815.3576
TW,SL,13760.2511,13.7316,3.7136,2.1866,22101.9505,22101.9505
GR,PY,10840.4675,13.3294,1.7918,2.1871,14023.7647,14023.7647
MO,MX,13595.8196,12.9537,0,2.1884,64985.6539,64985.6539
GR,SV,10751.2196,13.2877,1.6094,2.1907,13880.3847,13880.3847
IS,ID,11953.8448,13.3225,1.7918,2.194,56406.6477,56406.6477
US,TL,14805.1304,14.4416,7.1515,2.1951,55364.7871,55364.7871
MT,SN,3727.6741,13.0911,0.69315,2.1958,24100.0969,24100.0969
CL,LB,13541.4915,13.2822,1.6094,2.1962,5878.9214,5878.9214
IE,LR,5225.5823,13.6004,3.1355,2.1969,61151.1122,61151.1122
NZ,CI,16305.3129,12.9438,0,2.1982,37900.4263,37900.4263
AE,LS,6501.5996,13.0883,0.69315,2.1986,36624.0731,36624.0731
HR,BO,10434.4568,12.941,0,2.2011,8985.7105,8985.7105
PT,KH,11026.2502,14.1071,5.5872,2.2027,18543.401,18543.401
KW,PE,13646.6669,13.4465,2.4849,2.2149,22929.7499,22929.7499
LV,PE,11446.0925,13.072,0.69315,2.2149,8072.4138,8072.4138
FI,CL,13818.1095,13.1528,1.0986,2.2189,29297.3215,29297.3215
CA,MN,8222.5282,14.3009,6.5985,2.2202,38471.4763,38471.4763
SM,NG,3893.5255,12.9175,0,2.2246,44269.0148,44269.0148
FI,PE,11470.9242,14.0984,5.6525,2.225,37044.5974,37044.5974
SE,EC,10561.784,14.1902,6.1137,2.2296,45630.8847,45630.8847
HR,HN,9685.091,12.9121,0,2.23,9729.5089,9729.5089
LA,PE,18799.258,13.3173,1.9459,2.2314,-3692.4972,3692.4972
AU,SN,16494.5336,14.1279,5.826,2.2318,48969.7458,48969.7458
SK,HN,9868.348,13.1382,1.0986,2.2334,14134.8301,14134.8301
EE,MZ,8645.1356,13.1379,1.0986,2.2338,17192.618,17192.618
NZ,PE,10978.6567,14.0283,5.3706,2.2362,33380.9734,33380.9734
MY,LS,8682.6161,13.7231,3.912,2.2366,8504.434,8504.434
BE,MN,6728.6077,13.5395,3.0445,2.2388,37409.7056,37409.7056
CH,LA,8726.1449,13.5185,2.9444,2.2389,76459.4978,76459.4978
LU,MM,8153.4197,13.0471,0.69315,2.2398,101556.3039,101556.3039
FI,CG,6961.6013,13.2728,1.7918,2.2437,41562.0027,41562.0027
BH,CO,13186.4112,12.8962,0,2.2459,16548.5617,16548.5617
NO,RW,7181.813,14.0054,5.323,2.2492,70109.6418,70109.6418
JO,NI,12113.3194,12.89,0,2.2521,1936.5555,1936.5555
AU,EC,15441.2458,14.3211,6.8501,2.2526,43958.8354,43958.8354
KW,MN,5178.2296,13.0336,0.69315,2.2533,25288.9483,25288.9483
CH,PA,9241.4631,12.8878,0,2.2542,65132.4147,65132.4147
LU,AZ,3383.5639,13.1166,1.0986,2.2551,98954.3851,98954.3851
NO,GT,8951.8988,13.8951,4.8283,2.2561,66665.7333,66665.7333
FI,KH,8214.7689,14.0651,5.656,2.259,41820.3403,41820.3403
NO,TG,5800.7385,13.9835,5.2679,2.2595,70234.0157,70234.0157
JO,SV,12352.5982,12.882,0,2.26,-135.6471,135.6471
RS,PY,11003.1235,12.8791,0,2.2629,1268.0894,1268.0894
NZ,ZM,13116.1873,13.0227,0.69315,2.2642,38248.2356,38248.2356
AU,BJ,14598.8606,14.0232,5.4931,2.2669,49138.3791,49138.3791
TW,LS,11528.4164,12.8748,0,2.2673,21599.8656,21599.8656
EC,KG,14865.7619,13.0192,0.69315,2.2677,4891.948,4891.948
AT,BO,10476.9669,13.6736,3.8286,2.2687,41071.5591,41071.5591
BO,KH,18717.7561,13.1018,1.0986,2.2698,1835.0489,1835.0489
GT,LA,15815.1126,13.0127,0.69315,2.2742,1793.5913,1793.5913
GR,NI,10526.2554,13.2988,2.0794,2.2778,15952.5873,15952.5873
LV,ZW,8449.8472,13.0023,0.69315,2.2846,13109.4666,13109.4666
MY,PY,17016.6764,13.493,3.0445,2.2853,5422.3638,5422.3638
PA,TG,8951.7148,12.8556,0,2.2865,13101.7743,13101.7743
PT,NI,7992.6511,13.8094,4.5643,2.2866,17661.9262,17661.9262
TW,CR,15427.328,13.0824,1.0986,2.2892,10773.3619,10773.3619
SV,RW,13162.5854,12.9864,0.69315,2.3005,3520.749,3520.749
CH,KH,9497.4533,14.196,6.4877,2.302,77542.7434,77542.7434
SG,ML,11845.362,13.4858,3.091,2.3023,52180.2071,52180.2071
NA,KH,10198.7076,12.8368,0,2.3053,2870.5547,2870.5547
AT,PA,9705.3137,12.8337,0,2.3083,30496.2792,30496.2792
MT,MM,7871.5648,12.8292,0,2.3129,23783.153,23783.153
AU,CG,12783.7461,13.5368,3.434,2.323,48399.5747,48399.5747
FI,SL,6679.0693,13.7224,4.3307,2.3248,42594.198,42594.198
SK,MN,5955.5167,13.0463,1.0986,2.3254,12809.536,12809.536
SE,PA,9701.1206,12.9587,0.69315,2.3282,37919.6329,37919.6329
SG,MN,5060.5277,13.4043,2.8332,2.3298,49274.2625,49274.2625
OM,CL,14715.932,12.8102,0,2.3318,1189.4319,1189.4319
IS,IQ,5425.4445,12.9538,0.69315,2.3331,55367.3419,55367.3419
NZ,SO,13561.3963,12.8086,0,2.3335,38992.4147,38992.4147
UG,TL,10408.6598,13.0936,1.3863,2.3382,-1486.6912,1486.6912
CR,RW,12632.8275,12.8014,0,2.3406,11121.8025,11121.8025
NA,EC,10610.456,12.7963,0,2.3457,-1828.5222,1828.5222
IE,AM,4209.1387,13.5772,3.7377,2.346,58000.3309,58000.3309
MD,MN,5471.9998,12.7914,0,2.3506,-1786.2502,1786.2502
SE,LR,6420.2415,13.9185,5.3936,2.3508,51144.4981,51144.4981
NZ,MW,12756.8614,13.1648,1.7918,2.3517,39125.8287,39125.8287
NZ,YE,14166.0558,13.3771,2.8332,2.3571,38436.2887,38436.2887
SE,HN,9344.491,13.8485,5.1059,2.3607,49238.7113,49238.7113
IE,LA,9534.3109,12.7795,0,2.3626,59253.3301,59253.3301
DM,HT,1224.5845,13.1843,1.9459,2.3644,6404.8592,6404.8592
AU,DO,17446.7359,13.646,4.1589,2.3653,43205.596,43205.596
NO,SL,6023.4756,13.8801,5.3132,2.3724,70316.428,70316.428
AE,EC,14323.0789,13.5149,3.5835,2.3761,31653.2233,31653.2233
DK,LA,8363.5843,13.2244,2.1972,2.3768,51064.5114,51064.5114
IL,BO,11718.6919,13.4264,3.1781,2.3799,34187.6561,34187.6561
IL,HN,11893.7941,13.2188,2.1972,2.3825,34931.4546,34931.4546
DK,LR,5786.4519,13.5794,3.9318,2.3844,52962.2935,52962.2935
LU,VN,9664.2329,13.2684,2.4849,2.393,100645.6312,100645.6312
LU,UG,5929.2848,13.4415,3.3322,2.397,102216.0127,102216.0127
NO,PE,10541.7696,14.2184,7.0501,2.3971,64766.8273,64766.8273
NL,MN,6571.0125,13.9922,5.9865,2.401,41608.3283,41608.3283
CA,BZ,4583.5736,13.3595,2.9957,2.4087,37347.3621,37347.3621
IE,HN,7864.0493,13.4636,3.4965,2.4092,59245.3253,59245.3253
AT,MN,6344.398,13.3968,3.1781,2.4094,40490.0635,40490.0635
SI,PE,10743.7809,13.2506,2.4849,2.4108,15258.9201,15258.9201
LA,SL,12167.0041,12.7298,0,2.4122,1857.1034,1857.1034
EE,BJ,5808.1564,12.9582,1.0986,2.4135,16785.247,16785.247
PT,PY,8717.4713,13.7253,4.7707,2.4139,15733.1036,15733.1036
CZ,NI,9666.2995,13.4519,3.4657,2.4145,16115.1676,16115.1676
KW,LR,6464.7877,13.0112,1.3863,2.4206,28520.0293,28520.0293
LK,SV,17349.5506,13.0101,1.3863,2.4216,-388.1898,388.1898
TT,PH,17373.2641,13.0546,1.6094,2.4238,12426.0269,12426.0269
BG,BO,11153.8655,13.3436,2.9957,2.4246,4245.8397,4245.8397
MY,NI,17957.2275,13.296,2.7726,2.4255,7351.1863,7351.1863
ID,BZ,16958.6466,12.7164,0,2.4256,-1240.271,1240.271
DO,KG,12432.7964,12.9457,1.0986,2.4259,5645.1874,5645.1874
MN,PE,15824.7046,12.8587,0.69315,2.4282,-2359.1984,2359.1984
CH,HN,9114.4424,13.7304,4.8675,2.429,76451.4931,76451.4931
SG,BJ,11244.5178,13.086,1.7918,2.4305,52171.2738,52171.2738
SG,CO,19324.0621,13.5016,3.7842,2.4313,47155.1089,47155.1089
DK,EC,10034.0126,13.7458,4.9628,2.4334,47448.6801,47448.6801
NL,CR,9088.4518,13.8163,5.323,2.4383,33470.1419,33470.1419
SE,MN,5404.6499,13.8415,5.4467,2.4389,47913.4172,47913.4172
NZ,KE,13735.6556,14.0023,6.2364,2.4431,37971.2637,37971.2637
RS,NI,10269.0225,12.9278,1.0986,2.4439,3196.912,3196.912
IS,CD,8359.1347,12.839,0.69315,2.4479,59532.4373,59532.4373
MT,VN,9439.0054,13.0272,1.6094,2.4512,22872.4803,22872.4803
CY,KH,7540.1617,12.6898,0,2.4523,22054.2945,22054.2945
NZ,UG,14235.2134,13.7755,5.2095,2.4553,38811.3147,38811.3147
BE,SV,9062.9565,13.6838,4.7791,2.4571,36872.5727,36872.5727
CR,TG,9257.5465,12.9741,1.3863,2.4577,11246.1764,11246.1764
GT,AM,12272.5196,12.6824,0,2.4597,540.5921,540.5921
CA,AM,8983.2508,14.0895,6.7393,2.4611,38551.7759,38551.7759
HU,NI,10039.7011,13.3031,2.9957,2.4651,10513.4654,10513.4654
PT,SV,8246.0451,13.7782,5.2883,2.4691,15589.7237,15589.7237
TW,BO,19064.3076,13.4662,3.8067,2.4714,19493.0439,19493.0439
QA,SL,6895.3117,12.8986,1.0986,2.473,58834.8105,58834.8105
CZ,PY,10902.061,13.3007,3.0445,2.4776,14186.345,14186.345
NO,CG,6779.1535,13.2771,2.9444,2.4804,69284.2326,69284.2326
LU,NP,6807.9103,12.8064,0.69315,2.4805,102101.789,102101.789
KW,EC,13519.7951,12.8029,0.69315,2.484,23006.4159,23006.4159
NO,CL,12895.9945,13.242,2.8332,2.4922,57019.5514,57019.5514
PT,LS,8550.3997,12.6483,0,2.4938,18815.1739,18815.1739
MY,CR,18338.1119,13.018,1.7918,2.4985,-2322.0697,2322.0697
SK,BO,10880.1556,13.121,2.3026,2.5023,13391.0316,13391.0316
DK,KH,9182.9382,13.8844,5.9584,2.503,52147.757,52147.757
LA,AL,7945.242,12.6376,0,2.5045,-1793.7434,1793.7434
NL,PY,10420.9576,13.868,5.8889,2.5048,41214.5754,41214.5754
FI,MN,4975.7442,13.4179,3.7377,2.5053,39403.7958,39403.7958
JP,BZ,12310.2102,12.6363,0,2.5058,34083.9018,34083.9018
KG,HN,13445.4249,12.6334,0,2.5087,-1284.1214,1284.1214
OM,PE,14602.7816,13.3989,3.6636,2.5088,8936.7078,8936.7078
RS,SV,10467.0849,12.9207,1.3863,2.511,1124.7095,1124.7095
SG,SN,12999.4708,13.1449,2.4849,2.5165,52002.6404,52002.6404
AE,BO,13471.6151,13.2287,2.8904,2.5174,34517.2514,34517.2514
SI,GT,9873.2277,12.7693,0.69315,2.5177,17157.826,17157.826
GD,EC,2410.1673,12.6205,0,2.5215,3500.235,3500.235
CL,TJ,16728.665,13.2339,2.9444,2.5235,12997.0822,12997.0822
IT,TL,12576.0968,13.0942,2.3026,2.5291,28425.2682,28425.2682
BH,TG,5588.6751,12.7573,0.69315,2.5296,21775.7054,21775.7054
AL,EC,10840.3047,12.9018,1.3863,2.53,-1822.0879,1822.0879
BE,NI,8884.8121,13.6923,5.1705,2.5304,38944.7752,38944.7752
AU,HT,17245.8595,13.6876,5.1591,2.5327,49188.2241,49188.2241
VU,MX,10734.3219,12.6092,0,2.5328,-5340.7398,5340.7398
MT,TG,3333.7526,12.6084,0,2.5337,24479.7089,24479.7089
EE,RW,6744.9403,12.7509,0.69315,2.536,16871.8518,16871.8518
CU,KG,12486.9995,13.0118,1.9459,2.5369,6525.2238,6525.2238
CZ,SV,9837.7175,13.4479,4.0431,2.5391,14042.9651,14042.9651
TT,SL,5421.4434,12.7469,0.69315,2.54,14881.0493,14881.0493
HU,CR,10195.4941,13.0363,2.0794,2.5403,840.2093,840.2093
CY,CO,11305.9277,13.0067,1.9459,2.5421,17518.5964,17518.5964
MY,SV,17681.1614,13.3581,3.6376,2.5442,5278.9838,5278.9838
NL,NI,8915.5009,14.0907,7.1428,2.5442,43143.3979,43143.3979
VU,PH,5880.8115,13.6021,4.8122,2.5457,-90.5055,90.5055
HU,SV,10221.5483,13.2984,3.3673,2.5475,8441.2629,8441.2629
OM,LR,7199.6907,12.8837,1.3863,2.5481,14526.9872,14526.9872
QA,PE,14069.4855,12.93,1.6094,2.5485,53285.2099,53285.2099
MD,BO,11477.6965,12.5899,0,2.5522,-1204.7546,1204.7546
PL,TL,11917.6717,12.7337,0.69315,2.5533,10270.4171,10270.4171
HU,PY,11040.7494,13.2024,2.9444,2.555,8584.6428,8584.6428
OM,SL,7364.2989,13.3104,3.4965,2.5624,14486.3085,14486.3085
CY,SL,5460.8985,12.5784,0,2.5637,22828.1523,22828.1523
AU,MN,8566.3117,13.8109,5.9026,2.5648,46241.3678,46241.3678
LB,PY,11807.858,12.5767,0,2.5653,3833.8,3833.8
CH,BO,10004.7341,13.7219,5.4806,2.5655,75707.6946,75707.6946
FI,EC,10911.7548,13.5361,4.5951,2.5664,37121.2634,37121.2634
GB,BZ,8133.4962,12.8052,1.0986,2.5665,35088.8225,35088.8225
EC,AM,12907.5407,12.5695,0,2.5726,2362.8321,2362.8321
AT,CR,9824.362,12.995,2.0794,2.5816,32351.8771,32351.8771
KH,SV,16708.5291,12.7889,1.0986,2.5827,-2953.6773,2953.6773
BB,BO,3308.4912,12.5549,0,2.5872,12991.9365,12991.9365
TW,LR,13676.8387,13.2719,3.434,2.5879,22142.6293,22142.6293
BE,PY,10270.6962,13.4919,4.4886,2.5883,37015.9527,37015.9527
NO,LA,8312.0588,13.1458,2.8332,2.5883,68459.3246,68459.3246
NZ,GT,11551.7189,13.2762,3.4657,2.5902,35279.8794,35279.8794
AU,BO,15025.2758,13.967,6.7754,2.5911,46822.8634,46822.8634
BG,PY,11281.9502,12.839,1.3863,2.5928,3270.5912,3270.5912
AU,BA,13970.3904,12.9825,2.0794,2.5941,45219.1012,45219.1012
FR,BZ,8690.8513,12.6916,0.69315,2.5953,32044.4024,32044.4024
AU,LS,10005.583,13.1828,3.0445,2.5956,48929.6851,48929.6851
CL,KG,17036.6155,12.8356,1.3863,2.5962,12715.8899,12715.8899
DE,TL,12523.3988,13.4131,4.1744,2.6014,39834.0586,39834.0586
OM,MN,5121.9535,13.1434,2.8904,2.6028,11295.9062,11295.9062
MO,TJ,4402.7502,12.5276,0,2.6144,72391.1163,72391.1163
LU,KE,6310.86,13.4721,4.5326,2.6172,101375.9617,101375.9617
AU,LB,12226.1059,13.7846,6.0544,2.6228,42013.8148,42013.8148
TT,YE,11749.1651,12.5163,0,2.6257,14386.764,14386.764
SI,LR,4999.9438,12.8508,1.6094,2.6276,20849.1994,20849.1994
MO,KE,8532.1741,12.9178,1.9459,2.6309,71731.6004,71731.6004
SI,KH,9003.4631,12.903,1.9459,2.6458,20034.6629,20034.6629
MU,AZ,6805.3924,12.4925,0,2.6496,5750.6594,5750.6594
BG,NI,10658.1081,12.8633,1.7918,2.6532,5199.4138,5199.4138
NL,LS,9360.3787,12.967,2.3026,2.6563,44296.6456,44296.6456
NL,SV,9082.4403,14.0847,7.6611,2.6585,41071.1954,41071.1954
SG,GE,7521.9299,12.8175,1.6094,2.661,49107.0643,49107.0643
SG,LB,7900.5416,13.1986,3.434,2.6612,45046.7095,45046.7095
HR,MN,6461.5745,12.6195,0.69315,2.6674,8404.2149,8404.2149
DE,BZ,9131.7995,12.8043,1.6094,2.6741,37125.4927,37125.4927
DK,HN,8955.3637,13.3866,4.4067,2.6764,51056.5067,51056.5067
IE,KH,10356.9677,13.4608,4.7622,2.6765,60336.5757,60336.5757
SZ,KH,9044.9165,12.4637,0,2.6783,1505.2467,1505.2467
AR,TL,14668.1438,12.4628,0,2.6792,10347.2169,10347.2169
NZ,KH,9297.9622,13.6596,5.7333,2.6808,38156.7163,38156.7163
IL,PY,11619.7113,12.9616,2.3979,2.6816,33212.4076,33212.4076
LA,EC,18009.4365,12.7409,1.3863,2.6909,-3615.8313,3615.8313
NO,EC,10001.4293,13.6614,5.8051,2.6939,64843.4933,64843.4933
AU,MD,13174.7097,13.1098,3.1781,2.6965,48027.618,48027.618
BG,PA,10663.2019,12.4407,0,2.7013,-6329.4402,6329.4402
NO,PA,9141.2735,12.4397,0,2.7024,57132.2414,57132.2414
CL,GE,14478.0731,12.6691,1.0986,2.7025,9939.2761,9939.2761
IE,BO,9368.76,13.2914,4.0775,2.7029,58501.5269,58501.5269
AU,HN,15710.0652,13.6999,6.0355,2.7035,47566.6619,47566.6619
PA,RW,12310.6344,12.6674,1.0986,2.7043,12977.4004,12977.4004
NZ,EC,11284.3972,13.311,4.1897,2.7066,33457.6394,33457.6394
LU,LB,3003.6814,12.8691,2.0794,2.7076,94917.3168,94917.3168
NZ,ZW,12471.782,13.0965,3.1781,2.7097,38418.0262,38418.0262
NZ,CM,15904.9209,12.9827,2.6391,2.7109,38393.9748,38393.9748
TW,NI,15052.883,13.3675,4.5218,2.7196,20446.6179,20446.6179
CL,AM,14545.5901,12.4195,0,2.7225,10186.774,10186.774
CV,PH,15068.8483,12.4111,0,2.731,46.6808,46.6808
CR,JO,12203.9211,12.6391,1.0986,2.7326,7736.7006,7736.7006
ES,BZ,8342.9041,12.4084,0,2.7336,21717.9259,21717.9259
KW,HT,11618.9685,12.6935,1.3863,2.7383,28235.8046,28235.8046
MU,TJ,6737.2867,12.4014,0,2.7407,8831.7519,8831.7519
FI,HN,9616.936,13.202,3.8501,2.7447,40729.0899,40729.0899
CH,LS,8732.7372,12.3965,0,2.7456,77814.5163,77814.5163
MC,PK,5558.8095,12.3914,0,2.7507,142778.1771,142778.1771
CR,LR,8175.7204,12.7227,1.6094,2.7557,11369.2674,11369.2674
JM,LR,7450.7756,12.3862,0,2.7559,4412.8775,4412.8775
FI,LR,6810.2435,13.2116,3.9512,2.7563,42634.8768,42634.8768
IS,AF,6479.6634,12.5278,0.69315,2.7591,59415.1638,59415.1638
